Price per GB,Price per TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,Affiliate Link HTML
£0.022,£21.82,£131,6 TB,2 years,"External 3.5""",HDD,Used,"WD 6TB Elements portable external hard drive, USB 3.0, portable external storage, Plug-and-Play, SuperSpeed USB 3.2 Gen 1, Formatted for PC and Mac, Black","<a href=""https://www.amazon.co.uk/dp/B0D3GW9R4G"">WD 6TB Elements portable external hard drive, USB 3.0, portable external storage, Plug-and-Play, SuperSpeed USB 3.2 Gen 1, Formatted for PC and Mac, Black</a>","<a href=""https://www.amazon.co.uk/dp/B0D3GW9R4G"">WD 6TB Elements portable external hard drive, USB 3.0, portable external storage, Plug-and-Play, SuperSpeed USB 3.2 Gen 1, Formatted for PC and Mac, Black</a>"
£0.022,£21.83,£262,12 TB,3 years,"Internal 3.5""",HDD,New,"WD Red Plus 12TB NAS 3.5"" Internal Hard Drive - 7200 RPM Class, SATA 6 Gb/s, CMR, 256MB Cache, 3 Year Warranty","<a href=""https://www.amazon.co.uk/dp/B08V1L1WYD"">WD Red Plus 12TB NAS 3.5"" Internal Hard Drive - 7200 RPM Class, SATA 6 Gb/s, CMR, 256MB Cache, 3 Year Warranty</a>","<a href=""https://www.amazon.co.uk/dp/B08V1L1WYD"">WD Red Plus 12TB NAS 3.5"" Internal Hard Drive - 7200 RPM Class, SATA 6 Gb/s, CMR, 256MB Cache, 3 Year Warranty</a>"
£0.022,£21.97,£132,6 TB,3 years,"External 3.5""",HDD,Used,"WD_BLACK P10 6TB Game Drive for Xbox, Xbox storage expansion, Portable Xbox external hard drive, On-the-Go Access to your Xbox Game Library, up to 130 MB/s, Includes 1 month Xbox Game Pass Ultimate","<a href=""https://www.amazon.co.uk/dp/B0D3WTBZBD"">WD_BLACK P10 6TB Game Drive for Xbox, Xbox storage expansion, Portable Xbox external hard drive, On-the-Go Access to your Xbox Game Library, up to 130 MB/s, Includes 1 month Xbox Game Pass Ultimate</a>","<a href=""https://www.amazon.co.uk/dp/B0D3WTBZBD"">WD_BLACK P10 6TB Game Drive for Xbox, Xbox storage expansion, Portable Xbox external hard drive, On-the-Go Access to your Xbox Game Library, up to 130 MB/s, Includes 1 month Xbox Game Pass Ultimate</a>"
£0.022,£22.00,£176,8 TB,2 years,"Internal 3.5""",HDD,New,Toshiba 8TB S300 Surveillance HDD - 3.5' SATA Internal Hard Drive Supports up to 64 HD cameras at a 180TB/Year workload (HDWT720UZSVA),"<a href=""https://www.amazon.co.uk/dp/B07CVK6LKK"">Toshiba 8TB S300 Surveillance HDD - 3.5' SATA Internal Hard Drive Supports up to 64 HD cameras at a 180TB/Year workload (HDWT720UZSVA)</a>"
£0.022,£22.02,£132,6 TB,3 years,"External 3.5""",HDD,Used,"WD 6TB My Passport portable external storage, external hard drive, USB 3.0, portable HDD with software for device management, backup and password protection, works with PC, Xbox &Playstation, Black","<a href=""https://www.amazon.co.uk/dp/B0D1YHC4KW"">WD 6TB My Passport portable external storage, external hard drive, USB 3.0, portable HDD with software for device management, backup and password protection, works with PC, Xbox &Playstation, Black</a>","<a href=""https://www.amazon.co.uk/dp/B0D1YHC4KW"">WD 6TB My Passport portable external storage, external hard drive, USB 3.0, portable HDD with software for device management, backup and password protection, works with PC, Xbox &Playstation, Black</a>"
£0.022,£22.20,£111,5 TB,2 years,"External 2.5""",HDD,New,"WD 5TB Elements portable external hard drive, USB 3.0 interface, portable external storage, Plug-and-Play, SuperSpeed USB 3.2 Gen 1, Formatted for PC and Mac, Black","<a href=""https://www.amazon.co.uk/dp/B07X41PWTY"">WD 5TB Elements portable external hard drive, USB 3.0 interface, portable external storage, Plug-and-Play, SuperSpeed USB 3.2 Gen 1, Formatted for PC and Mac, Black</a>","<a href=""https://www.amazon.co.uk/dp/B07X41PWTY"">WD 5TB Elements portable external hard drive, USB 3.0 interface, portable external storage, Plug-and-Play, SuperSpeed USB 3.2 Gen 1, Formatted for PC and Mac, Black</a>"
£0.022,£22.20,£222,10 TB,4 years,"Internal 3.5""",HDD,New,"Toshiba 10TB N300 Internal Hard Drive – NAS 3.5 Inch SATA HDD Supports Up to 8 Drive Bays Designed for 24/7 NAS Systems, New Generation (HDWG480UZSVA)","<a href=""https://www.amazon.co.uk/dp/B07CPHD3BP"">Toshiba 10TB N300 Internal Hard Drive – NAS 3.5 Inch SATA HDD Supports Up to 8 Drive Bays Designed for 24/7 NAS Systems, New Generation (HDWG480UZSVA)</a>"
£0.022,£22.20,£111,5 TB,3 years,"External 3.5""",HDD,New,"WD_BLACK P10 5TB Game Drive, portable HDD, works with Playstation, Xbox, PC, & Mac, save up to 125 games","<a href=""https://www.amazon.co.uk/dp/B07VNTFHD5"">WD_BLACK P10 5TB Game Drive, portable HDD, works with Playstation, Xbox, PC, & Mac, save up to 125 games</a>","<a href=""https://www.amazon.co.uk/dp/B07VNTFHD5"">WD_BLACK P10 5TB Game Drive, portable HDD, works with Playstation, Xbox, PC, & Mac, save up to 125 games</a>"
£0.022,£22.24,£133,6 TB,3 years,"External 3.5""",HDD,Used,"WD 6TB My Passport Works with USB-C, portable external hard drive, USB 3.2 Gen 1, software for device management, backup, password protection, Works with PC, Mac, Chromebook, Gaming Consoles, Grey","<a href=""https://www.amazon.co.uk/dp/B0D275YGJM"">WD 6TB My Passport Works with USB-C, portable external hard drive, USB 3.2 Gen 1, software for device management, backup, password protection, Works with PC, Mac, Chromebook, Gaming Consoles, Grey</a>","<a href=""https://www.amazon.co.uk/dp/B0D275YGJM"">WD 6TB My Passport Works with USB-C, portable external hard drive, USB 3.2 Gen 1, software for device management, backup, password protection, Works with PC, Mac, Chromebook, Gaming Consoles, Grey</a>"
£0.022,£22.25,£89,4 TB,2 years,"Internal 3.5""",HDD,Used,"Seagate Skyhawk 4 TB, Video Internal Hard HDD – 3.5"", SATA 6Gb/s, 256MB Cache, for DVR NVR Security Camera System, with in-house Rescue Services (ST4000VX016)","<a href=""https://www.amazon.co.uk/dp/B09YNN2PKG"">Seagate Skyhawk 4 TB, Video Internal Hard HDD – 3.5"", SATA 6Gb/s, 256MB Cache, for DVR NVR Security Camera System, with in-house Rescue Services (ST4000VX016)</a>","<a href=""https://www.amazon.co.uk/dp/B09YNN2PKG"">Seagate Skyhawk 4 TB, Video Internal Hard HDD – 3.5"", SATA 6Gb/s, 256MB Cache, for DVR NVR Security Camera System, with in-house Rescue Services (ST4000VX016)</a>"
£0.022,£22.32,£179,8 TB,3 years,"Internal 3.5""",HDD,Used,"Western Digital WD Purple 8TB Surveillance 3.5"" Internal Hard Drive - Allframe Technology, 180TB/yr, 256MB Cache, 3 Year Warranty","<a href=""https://www.amazon.co.uk/dp/B0CP314RM7"">Western Digital WD Purple 8TB Surveillance 3.5"" Internal Hard Drive - Allframe Technology, 180TB/yr, 256MB Cache, 3 Year Warranty</a>","<a href=""https://www.amazon.co.uk/dp/B0CP314RM7"">Western Digital WD Purple 8TB Surveillance 3.5"" Internal Hard Drive - Allframe Technology, 180TB/yr, 256MB Cache, 3 Year Warranty</a>"
£0.022,£22.34,£179,8 TB,5 years,"Internal 3.5""",HDD,New,"Seagate Exos 7E8, 8TB, Enterprise Internal Hard Drive, SATA, 3.5"", for Business and Data Centre (ST8000NM0055)","<a href=""https://www.amazon.co.uk/dp/B016AG0ITU"">Seagate Exos 7E8, 8TB, Enterprise Internal Hard Drive, SATA, 3.5"", for Business and Data Centre (ST8000NM0055)</a>"
£0.022,£22.36,£403,18 TB,2 years,"Internal 3.5""",HDD,New,"Toshiba 18TB N300 Internal Hard Drive – NAS 3.5 Inch SATA HDD Supports Up to 8 Drive Bays Designed for 24/7 NAS Systems, New Generation (HDWG480UZSVA)","<a href=""https://www.amazon.co.uk/dp/B09P1VG5BY"">Toshiba 18TB N300 Internal Hard Drive – NAS 3.5 Inch SATA HDD Supports Up to 8 Drive Bays Designed for 24/7 NAS Systems, New Generation (HDWG480UZSVA)</a>"
£0.022,£22.39,£179,8 TB,3 years,"Internal 3.5""",HDD,Used,"WD Purple 8TB Surveillance 3.5"" Internal Hard Drive, AllFrame Technology, 180BT/yr, 256MB Cache, 3 Year Warranty","<a href=""https://www.amazon.co.uk/dp/B08XNL4CRM"">WD Purple 8TB Surveillance 3.5"" Internal Hard Drive, AllFrame Technology, 180BT/yr, 256MB Cache, 3 Year Warranty</a>","<a href=""https://www.amazon.co.uk/dp/B08XNL4CRM"">WD Purple 8TB Surveillance 3.5"" Internal Hard Drive, AllFrame Technology, 180BT/yr, 256MB Cache, 3 Year Warranty</a>"
£0.022,£22.39,£90,4 TB,3 years,"External 3.5""",HDD,Used,"WD 4TB My Passport portable external storage, external hard drive, USB 3.0, portable HDD with software for device management, backup and password protection, works with PC, Xbox &Playstation, Red","<a href=""https://www.amazon.co.uk/dp/B07VSH3ML6"">WD 4TB My Passport portable external storage, external hard drive, USB 3.0, portable HDD with software for device management, backup and password protection, works with PC, Xbox &Playstation, Red</a>","<a href=""https://www.amazon.co.uk/dp/B07VSH3ML6"">WD 4TB My Passport portable external storage, external hard drive, USB 3.0, portable HDD with software for device management, backup and password protection, works with PC, Xbox &Playstation, Red</a>"
£0.022,£22.40,£224,10 TB,2 years,"Internal 3.5""",HDD,New,"WD Red Plus 10TB NAS 3.5"" Internal Hard Drive - 7200 RPM Class, SATA 6 Gb/s, CMR, 256MB Cache, 3 Year Warranty","<a href=""https://www.amazon.co.uk/dp/B08TZPS4QQ"">WD Red Plus 10TB NAS 3.5"" Internal Hard Drive - 7200 RPM Class, SATA 6 Gb/s, CMR, 256MB Cache, 3 Year Warranty</a>"
£0.022,£22.42,£269,12 TB,3 years,"Internal 3.5""",HDD,New,"Seagate IronWolf, Pro 12 TB, Enterprise Internal NAS HDD – CMR 3.5 Inch, SATA 6 Gb/s, 7,200 RPM, 256 MB Cache for RAID NAS, Rescue Services - Frustration Free Packaging (ST12000NTZ01)","<a href=""https://www.amazon.co.uk/dp/B0B94LJWKY"">Seagate IronWolf, Pro 12 TB, Enterprise Internal NAS HDD – CMR 3.5 Inch, SATA 6 Gb/s, 7,200 RPM, 256 MB Cache for RAID NAS, Rescue Services - Frustration Free Packaging (ST12000NTZ01)</a>"
£0.022,£22.45,£224,10 TB,2 years,"Internal 3.5""",HDD,New,Toshiba 10TB S300 Surveillance HDD - 3.5' SATA Internal Hard Drive Supports up to 64 HD cameras at a 180TB/Year workload (HDWT720UZSVA),"<a href=""https://www.amazon.co.uk/dp/B07CVMF1TR"">Toshiba 10TB S300 Surveillance HDD - 3.5' SATA Internal Hard Drive Supports up to 64 HD cameras at a 180TB/Year workload (HDWT720UZSVA)</a>"
£0.022,£22.48,£9,400 GB,,Tape,LTO-3,New,HP Original LTO Ultrium 3 WORM C7973W Storage Media (400 GB-800 GB),"<a href=""https://www.amazon.co.uk/dp/B0006ZM4WG"">HP Original LTO Ultrium 3 WORM C7973W Storage Media (400 GB-800 GB)</a>"
£0.022,£22.50,£135,6 TB,3 years,"Internal 3.5""",HDD,Used,"Seagate IronWolf 6TB Internal NAS HDD, CMR 3.5 Inch, SATA 6GB/s, 5400 RPM, 256 MB Cache for RAID NAS, Rescue Services - Frustration Free Packaging (ST6000VNZ06)","<a href=""https://www.amazon.co.uk/dp/B0BM4VC65S"">Seagate IronWolf 6TB Internal NAS HDD, CMR 3.5 Inch, SATA 6GB/s, 5400 RPM, 256 MB Cache for RAID NAS, Rescue Services - Frustration Free Packaging (ST6000VNZ06)</a>","<a href=""https://www.amazon.co.uk/dp/B0BM4VC65S"">Seagate IronWolf 6TB Internal NAS HDD, CMR 3.5 Inch, SATA 6GB/s, 5400 RPM, 256 MB Cache for RAID NAS, Rescue Services - Frustration Free Packaging (ST6000VNZ06)</a>"
£0.022,£22.50,£90,4 TB,3 years,"Internal 3.5""",HDD,New,"Seagate BarraCuda, 4TB, Internal Hard Drive, 3.5 Inch, SATA, 6GB/s, 5,400 RPM, 256MB Cache, for Computer Desktop PC, FFP (ST4000DMZ04)","<a href=""https://www.amazon.co.uk/dp/B07D9C7SQH"">Seagate BarraCuda, 4TB, Internal Hard Drive, 3.5 Inch, SATA, 6GB/s, 5,400 RPM, 256MB Cache, for Computer Desktop PC, FFP (ST4000DMZ04)</a>","<a href=""https://www.amazon.co.uk/dp/B07D9C7SQH"">Seagate BarraCuda, 4TB, Internal Hard Drive, 3.5 Inch, SATA, 6GB/s, 5,400 RPM, 256MB Cache, for Computer Desktop PC, FFP (ST4000DMZ04)</a>"
£0.022,£22.50,£90,4 TB,,"Internal 3.5""",HDD,Used,"Seagate IronWolf Pro, 4 TB, NAS Internal Hard Drive, CMR 3.5 Inch, SATA 6 Gb/s 7,200 RPM, 256 MB Cache, for RAID Network Attached Storage, 3 years Rescue Services, FFP (ST4000NE001)","<a href=""https://www.amazon.co.uk/dp/B07SY4T6F5"">Seagate IronWolf Pro, 4 TB, NAS Internal Hard Drive, CMR 3.5 Inch, SATA 6 Gb/s 7,200 RPM, 256 MB Cache, for RAID Network Attached Storage, 3 years Rescue Services, FFP (ST4000NE001)</a>","<a href=""https://www.amazon.co.uk/dp/B07SY4T6F5"">Seagate IronWolf Pro, 4 TB, NAS Internal Hard Drive, CMR 3.5 Inch, SATA 6 Gb/s 7,200 RPM, 256 MB Cache, for RAID Network Attached Storage, 3 years Rescue Services, FFP (ST4000NE001)</a>"
£0.022,£22.50,£135,6 TB,2 years,"External 3.5""",HDD,New,"WD 6TB Elements portable external hard drive, USB 3.0, portable external storage, Plug-and-Play, SuperSpeed USB 3.2 Gen 1, Formatted for PC and Mac, Black","<a href=""https://www.amazon.co.uk/dp/B0D3GW9R4G"">WD 6TB Elements portable external hard drive, USB 3.0, portable external storage, Plug-and-Play, SuperSpeed USB 3.2 Gen 1, Formatted for PC and Mac, Black</a>","<a href=""https://www.amazon.co.uk/dp/B0D3GW9R4G"">WD 6TB Elements portable external hard drive, USB 3.0, portable external storage, Plug-and-Play, SuperSpeed USB 3.2 Gen 1, Formatted for PC and Mac, Black</a>"
£0.022,£22.50,£18,800 GB,,Tape,LTO-4,New,"Fuji LTO Ultrium 4 Data Cartridge, 800 GB/1600 GB Capacity, 12.65 mm, 820 m","<a href=""https://www.amazon.co.uk/dp/B002FTKX6U"">Fuji LTO Ultrium 4 Data Cartridge, 800 GB/1600 GB Capacity, 12.65 mm, 820 m</a>"
£0.022,£22.50,£22,1 TB,2 years,"Internal 3.5""",HDD,New,Western Digital AV-GP - 1TB Desktop SATA Hard Drive - OEM,"<a href=""https://www.amazon.co.uk/dp/B006IMFT32"">Western Digital AV-GP - 1TB Desktop SATA Hard Drive - OEM</a>"
£0.023,£22.52,£90,4 TB,2 years,"External 3.5""",HDD,Used,"WD 4TB Elements portable external hard drive, USB 3.0 interface, portable external storage, Plug-and-Play, SuperSpeed USB 3.2 Gen 1, Formatted for PC and Mac, Black","<a href=""https://www.amazon.co.uk/dp/B0713WPGLL"">WD 4TB Elements portable external hard drive, USB 3.0 interface, portable external storage, Plug-and-Play, SuperSpeed USB 3.2 Gen 1, Formatted for PC and Mac, Black</a>","<a href=""https://www.amazon.co.uk/dp/B0713WPGLL"">WD 4TB Elements portable external hard drive, USB 3.0 interface, portable external storage, Plug-and-Play, SuperSpeed USB 3.2 Gen 1, Formatted for PC and Mac, Black</a>"
£0.023,£22.58,£181,8 TB,3 years,"Internal 3.5""",HDD,New,"Western Digital WD Purple 8TB Surveillance 3.5"" Internal Hard Drive - Allframe Technology, 180TB/yr, 256MB Cache, 3 Year Warranty","<a href=""https://www.amazon.co.uk/dp/B0CP314RM7"">Western Digital WD Purple 8TB Surveillance 3.5"" Internal Hard Drive - Allframe Technology, 180TB/yr, 256MB Cache, 3 Year Warranty</a>","<a href=""https://www.amazon.co.uk/dp/B0CP314RM7"">Western Digital WD Purple 8TB Surveillance 3.5"" Internal Hard Drive - Allframe Technology, 180TB/yr, 256MB Cache, 3 Year Warranty</a>"
£0.023,£22.89,£687,1.5 TB x20,,Tape,LTO-5,New,IBM Tape LTO Ultrium-5 1.5TB/3.0TB 20/pk,"<a href=""https://www.amazon.co.uk/dp/B014JWMFWU"">IBM Tape LTO Ultrium-5 1.5TB/3.0TB 20/pk</a>"
£0.023,£22.92,£92,4 TB,3 years,"External 3.5""",HDD,Used,"Seagate One Touch, 4TB, Password activated hardware encryption, portable external hard drive, PC, Notebook & Mac, USB 3.0, Space Gray (STKZ4000404)","<a href=""https://www.amazon.co.uk/dp/B094QZDWHB"">Seagate One Touch, 4TB, Password activated hardware encryption, portable external hard drive, PC, Notebook & Mac, USB 3.0, Space Gray (STKZ4000404)</a>","<a href=""https://www.amazon.co.uk/dp/B094QZDWHB"">Seagate One Touch, 4TB, Password activated hardware encryption, portable external hard drive, PC, Notebook & Mac, USB 3.0, Space Gray (STKZ4000404)</a>"
£0.023,£22.93,£138,6 TB,3 years,"External 3.5""",HDD,New,"WD 6TB My Passport Works with USB-C, portable external hard drive, USB 3.2 Gen 1, software for device management, backup, password protection, Works with PC, Mac, Chromebook, Gaming Consoles, Grey","<a href=""https://www.amazon.co.uk/dp/B0D275YGJM"">WD 6TB My Passport Works with USB-C, portable external hard drive, USB 3.2 Gen 1, software for device management, backup, password protection, Works with PC, Mac, Chromebook, Gaming Consoles, Grey</a>","<a href=""https://www.amazon.co.uk/dp/B0D275YGJM"">WD 6TB My Passport Works with USB-C, portable external hard drive, USB 3.2 Gen 1, software for device management, backup, password protection, Works with PC, Mac, Chromebook, Gaming Consoles, Grey</a>"
£0.023,£22.99,£92,4 TB,2 years,"External 3.5""",HDD,Used,"Seagate One Touch Hub, 4TB, External Hard Drive Desktop HDD, USB-C & USB 3.0 port, for Computer Desktop Workstation PC Laptop Mac, 6 Months DropBox Backup Plan & 6 Months Mylio Photos (STLC4000400)","<a href=""https://www.amazon.co.uk/dp/B093X2D4ZM"">Seagate One Touch Hub, 4TB, External Hard Drive Desktop HDD, USB-C & USB 3.0 port, for Computer Desktop Workstation PC Laptop Mac, 6 Months DropBox Backup Plan & 6 Months Mylio Photos (STLC4000400)</a>","<a href=""https://www.amazon.co.uk/dp/B093X2D4ZM"">Seagate One Touch Hub, 4TB, External Hard Drive Desktop HDD, USB-C & USB 3.0 port, for Computer Desktop Workstation PC Laptop Mac, 6 Months DropBox Backup Plan & 6 Months Mylio Photos (STLC4000400)</a>"
£0.023,£23.00,£92,4 TB,2 years,"External 3.5""",HDD,New,"Seagate Expansion Desktop 4TB, External Hard Drive, USB 3.0, 2 year Rescue Services (STKP4000400)","<a href=""https://www.amazon.co.uk/dp/B093BVXYSV"">Seagate Expansion Desktop 4TB, External Hard Drive, USB 3.0, 2 year Rescue Services (STKP4000400)</a>","<a href=""https://www.amazon.co.uk/dp/B093BVXYSV"">Seagate Expansion Desktop 4TB, External Hard Drive, USB 3.0, 2 year Rescue Services (STKP4000400)</a>"
£0.023,£23.10,£29,25 GB x50,,Optical,BD-R,New,50 -Pack BD-R Disc Blu Ray 1-6 25GB Capacity 130 Minutes Inkjet Printable,"<a href=""https://www.amazon.co.uk/dp/B0DKCB364G"">50 -Pack BD-R Disc Blu Ray 1-6 25GB Capacity 130 Minutes Inkjet Printable</a>"
£0.023,£23.12,£173,1.5 TB x5,,Tape,LTO-5,New,IBM LTO Ultrium-5 1.5TB/3.0TB 5/pk,"<a href=""https://www.amazon.co.uk/dp/B014JWLWNS"">IBM LTO Ultrium-5 1.5TB/3.0TB 5/pk</a>"
£0.023,£23.20,£14,25 GB x25,,Optical,BD-R,New,MediaRange BD-R 25GB 6x Write Speed Full Surface Printable (Inkjet Printer) Fully Metallised 25 Cake Box,"<a href=""https://www.amazon.co.uk/dp/B071WTKM76"">MediaRange BD-R 25GB 6x Write Speed Full Surface Printable (Inkjet Printer) Fully Metallised 25 Cake Box</a>"
£0.023,£23.21,£650,14 TB x2,3 years,"External 3.5""",HDD,New,"WD 28TB My Book Duo Desktop HDD USB 3.1 Gen 1 with software for device management, backup and password protection USB-C and USB-A cables RAID 0/1, JBOD","<a href=""https://www.amazon.co.uk/dp/B07Y3PMCGY"">WD 28TB My Book Duo Desktop HDD USB 3.1 Gen 1 with software for device management, backup and password protection USB-C and USB-A cables RAID 0/1, JBOD</a>"
£0.023,£23.32,£233,10 TB,2 years,"External 3.5""",HDD,Used,"LaCie d2 Professional, 10TB, External Hard Drive Desktop, Thunderbolt 3 USB-C, 7200 RPM Enterprise Class Drives, for Mac and PC Desktop, 1 Month Adobe CC, 5 year Rescue Services (STHA10000800)","<a href=""https://www.amazon.co.uk/dp/B07FDVLD2S"">LaCie d2 Professional, 10TB, External Hard Drive Desktop, Thunderbolt 3 USB-C, 7200 RPM Enterprise Class Drives, for Mac and PC Desktop, 1 Month Adobe CC, 5 year Rescue Services (STHA10000800)</a>","<a href=""https://www.amazon.co.uk/dp/B07FDVLD2S"">LaCie d2 Professional, 10TB, External Hard Drive Desktop, Thunderbolt 3 USB-C, 7200 RPM Enterprise Class Drives, for Mac and PC Desktop, 1 Month Adobe CC, 5 year Rescue Services (STHA10000800)</a>"
£0.023,£23.34,£280,12 TB,3 years,"External 3.5""",HDD,New,"WD 12TB My Book external hard drive, Desktop HDD with Password Protection, USB 3.0, SuperSpeed USB, software for device management, backup, hardware encryption, works with PC and Mac, Black","<a href=""https://www.amazon.co.uk/dp/B07W7YBB9H"">WD 12TB My Book external hard drive, Desktop HDD with Password Protection, USB 3.0, SuperSpeed USB, software for device management, backup, hardware encryption, works with PC and Mac, Black</a>"
