Price per GB,Price per TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,Affiliate Link HTML
"€0,022","€21,57",€129,6 TB,2 years,"External 3.5""",HDD,Used,"Seagate Technology Expansion Desktop, 6 TB, Unidad De Disco Duro Externa HDD, 3.5"", USB 3.0, PC & Notebook, 2 Años Rescue Services (STKP6000400)","<a href=""https://www.amazon.es/dp/B093BVQYYM"">Seagate Technology Expansion Desktop, 6 TB, Unidad De Disco Duro Externa HDD, 3.5"", USB 3.0, PC & Notebook, 2 Años Rescue Services (STKP6000400)</a>","<a href=""https://www.amazon.es/dp/B093BVQYYM"">Seagate Technology Expansion Desktop, 6 TB, Unidad De Disco Duro Externa HDD, 3.5"", USB 3.0, PC & Notebook, 2 Años Rescue Services (STKP6000400)</a>"
"€0,022","€21,61",€86,4 TB,,"Internal 3.5""",HDD,Used,"Seagate Technology BarraCuda, 4 TB, Disco duro interno, HDD, 3,5"", SATA 6 GB/s, 5400 RPM, caché de 256 MB para ordenador de sobremesa y PC, Color Plateado (ST4000DM004)","<a href=""https://www.amazon.es/dp/B0713R3Y6F"">Seagate Technology BarraCuda, 4 TB, Disco duro interno, HDD, 3,5"", SATA 6 GB/s, 5400 RPM, caché de 256 MB para ordenador de sobremesa y PC, Color Plateado (ST4000DM004)</a>","<a href=""https://www.amazon.es/dp/B0713R3Y6F"">Seagate Technology BarraCuda, 4 TB, Disco duro interno, HDD, 3,5"", SATA 6 GB/s, 5400 RPM, caché de 256 MB para ordenador de sobremesa y PC, Color Plateado (ST4000DM004)</a>"
"€0,022","€21,70",€217,10 TB,,"Internal 3.5""",HDD,Used,Western Digital WD101EFBX / 10TB / Red Plus,"<a href=""https://www.amazon.es/dp/B08TZPS4QQ"">Western Digital WD101EFBX / 10TB / Red Plus</a>","<a href=""https://www.amazon.es/dp/B08TZPS4QQ"">Western Digital WD101EFBX / 10TB / Red Plus</a>"
"€0,022","€21,79",€436,20 TB,,Internal,SAS,New,"Seagate Exos X20 de 20 TB, Unidad de Disco Duro SAS de 3,5 Pulgadas a 12 GB/s, 7.200 RPM, 2,5M MTBF, 512e y 4Kn FastFormat, Baja latencia con caché Mejorado (ST20000NM002D)","<a href=""https://www.amazon.es/dp/B09MWKN3RN"">Seagate Exos X20 de 20 TB, Unidad de Disco Duro SAS de 3,5 Pulgadas a 12 GB/s, 7.200 RPM, 2,5M MTBF, 512e y 4Kn FastFormat, Baja latencia con caché Mejorado (ST20000NM002D)</a>","<a href=""https://www.amazon.es/dp/B09MWKN3RN"">Seagate Exos X20 de 20 TB, Unidad de Disco Duro SAS de 3,5 Pulgadas a 12 GB/s, 7.200 RPM, 2,5M MTBF, 512e y 4Kn FastFormat, Baja latencia con caché Mejorado (ST20000NM002D)</a>"
"€0,022","€21,96",€176,8 TB,2 years,"External 3.5""",HDD,Used,"WD Elements 8 TB Disco duro externo de escritorio, Compatibilidad USB 3.0, Plug-and-Play solución para un fácil almacenamiento adicional de tus fotos, música, vídeos y archivos importantes.","<a href=""https://www.amazon.es/dp/B07FNK6QMT"">WD Elements 8 TB Disco duro externo de escritorio, Compatibilidad USB 3.0, Plug-and-Play solución para un fácil almacenamiento adicional de tus fotos, música, vídeos y archivos importantes.</a>","<a href=""https://www.amazon.es/dp/B07FNK6QMT"">WD Elements 8 TB Disco duro externo de escritorio, Compatibilidad USB 3.0, Plug-and-Play solución para un fácil almacenamiento adicional de tus fotos, música, vídeos y archivos importantes.</a>"
"€0,022","€21,98",€88,4 TB,3 years,"Internal 3.5""",HDD,Used,Western Digital WD40EFPX / 4TB / Red Plus,"<a href=""https://www.amazon.es/dp/B0BDXSK2K7"">Western Digital WD40EFPX / 4TB / Red Plus</a>","<a href=""https://www.amazon.es/dp/B0BDXSK2K7"">Western Digital WD40EFPX / 4TB / Red Plus</a>"
"€0,022","€22,00",€88,4 TB,2 years,"Internal 3.5""",HDD,New,"Seagate Enterprise ST4000NM0035 4000GB Serial ATA III - Disco Duro (Serial ATA III, Unidad de Disco Duro, 5, 12, 5-60 °C)","<a href=""https://www.amazon.es/dp/B01CG0DD1E"">Seagate Enterprise ST4000NM0035 4000GB Serial ATA III - Disco Duro (Serial ATA III, Unidad de Disco Duro, 5, 12, 5-60 °C)</a>","<a href=""https://www.amazon.es/dp/B01CG0DD1E"">Seagate Enterprise ST4000NM0035 4000GB Serial ATA III - Disco Duro (Serial ATA III, Unidad de Disco Duro, 5, 12, 5-60 °C)</a>"
"€0,022","€22,17",€266,12 TB,,"External 3.5""",HDD,New,"WD Elements 12 TB Disco duro externo de escritorio, Compatibilidad USB 3.0, Plug-and-Play solución para un fácil almacenamiento adicional de tus fotos, música, vídeos y archivos importantes.","<a href=""https://www.amazon.es/dp/B07VXKF1L4"">WD Elements 12 TB Disco duro externo de escritorio, Compatibilidad USB 3.0, Plug-and-Play solución para un fácil almacenamiento adicional de tus fotos, música, vídeos y archivos importantes.</a>","<a href=""https://www.amazon.es/dp/B07VXKF1L4"">WD Elements 12 TB Disco duro externo de escritorio, Compatibilidad USB 3.0, Plug-and-Play solución para un fácil almacenamiento adicional de tus fotos, música, vídeos y archivos importantes.</a>"
"€0,022","€22,20",€178,8 TB,,"External 3.5""",HDD,Used,"WD 8TB My Book Desktop HDD USB 3.0 with software for device management, backup and password protection works with PC and Mac","<a href=""https://www.amazon.es/dp/B01LWVT81X"">WD 8TB My Book Desktop HDD USB 3.0 with software for device management, backup and password protection works with PC and Mac</a>","<a href=""https://www.amazon.es/dp/B01LWVT81X"">WD 8TB My Book Desktop HDD USB 3.0 with software for device management, backup and password protection works with PC and Mac</a>"
"€0,022","€22,48",€90,4 TB,,"Internal 3.5""",HDD,Used,"Seagate Technology BarraCuda, 4TB, Disco duro interno, HDD, 2,5 in, SATA 6 Gb/s, 5400 r.p.m., caché de 128 MB para ordenador de sobremesa y PC (ST4000LM024), Plateado","<a href=""https://www.amazon.es/dp/B01LXCE9W9"">Seagate Technology BarraCuda, 4TB, Disco duro interno, HDD, 2,5 in, SATA 6 Gb/s, 5400 r.p.m., caché de 128 MB para ordenador de sobremesa y PC (ST4000LM024), Plateado</a>","<a href=""https://www.amazon.es/dp/B01LXCE9W9"">Seagate Technology BarraCuda, 4TB, Disco duro interno, HDD, 2,5 in, SATA 6 Gb/s, 5400 r.p.m., caché de 128 MB para ordenador de sobremesa y PC (ST4000LM024), Plateado</a>"
"€0,023","€22,60",€136,6 TB,,"Internal 3.5""",HDD,Used,"Seagate Technology Skyhawk ST6000VXZ09-Disco Duro Interno de 6 TB, grabación de vídeo hasta 64 cámaras, 3,5 Pulgadas, caché de 64 MB, SATA 6 GB/s, Plateado, FFP, Incluye Servicio de Rescate de 3 años","<a href=""https://www.amazon.es/dp/B0BLT1WXKC"">Seagate Technology Skyhawk ST6000VXZ09-Disco Duro Interno de 6 TB, grabación de vídeo hasta 64 cámaras, 3,5 Pulgadas, caché de 64 MB, SATA 6 GB/s, Plateado, FFP, Incluye Servicio de Rescate de 3 años</a>","<a href=""https://www.amazon.es/dp/B0BLT1WXKC"">Seagate Technology Skyhawk ST6000VXZ09-Disco Duro Interno de 6 TB, grabación de vídeo hasta 64 cámaras, 3,5 Pulgadas, caché de 64 MB, SATA 6 GB/s, Plateado, FFP, Incluye Servicio de Rescate de 3 años</a>"
"€0,023","€22,92",€367,16 TB,,"Internal 3.5""",HDD,Used,"Seagate IronWolf Pro, 16 TB, Enterprise HDD NAS interno - CMR, SATA a 6 Gb/s, 7200 RPM, caché de 256 MB para almacenamiento conectado a red RAID, servicios Rescue, Paquete Abre-fácil (ST16000NTZ01)","<a href=""https://www.amazon.es/dp/B0B94NFYWX"">Seagate IronWolf Pro, 16 TB, Enterprise HDD NAS interno - CMR, SATA a 6 Gb/s, 7200 RPM, caché de 256 MB para almacenamiento conectado a red RAID, servicios Rescue, Paquete Abre-fácil (ST16000NTZ01)</a>","<a href=""https://www.amazon.es/dp/B0B94NFYWX"">Seagate IronWolf Pro, 16 TB, Enterprise HDD NAS interno - CMR, SATA a 6 Gb/s, 7200 RPM, caché de 256 MB para almacenamiento conectado a red RAID, servicios Rescue, Paquete Abre-fácil (ST16000NTZ01)</a>"
"€0,023","€22,99",€92,4 TB,3 years,"Internal 3.5""",HDD,Used,"Seagate Skyhawk 4TB Video Internal Hard Drive, 3.5"", SATA, 6Gb/s, 64MB Cache, for DVR/NVR Security Camera System, with Drive Health Management, 3 year Rescue Services, FFP (ST4000VXZ16)","<a href=""https://www.amazon.es/dp/B0B1JPYH2Z"">Seagate Skyhawk 4TB Video Internal Hard Drive, 3.5"", SATA, 6Gb/s, 64MB Cache, for DVR/NVR Security Camera System, with Drive Health Management, 3 year Rescue Services, FFP (ST4000VXZ16)</a>","<a href=""https://www.amazon.es/dp/B0B1JPYH2Z"">Seagate Skyhawk 4TB Video Internal Hard Drive, 3.5"", SATA, 6Gb/s, 64MB Cache, for DVR/NVR Security Camera System, with Drive Health Management, 3 year Rescue Services, FFP (ST4000VXZ16)</a>"
"€0,023","€23,00",€115,5 TB,,"External 3.5""",HDD,New,Intenso Disco Duro Externo 5TB 6021513 Negro,"<a href=""https://www.amazon.es/dp/B08GNB466W"">Intenso Disco Duro Externo 5TB 6021513 Negro</a>"
"€0,023","€23,06",€115,5 TB,3 years,"External 3.5""",HDD,Used,"WD 5TB My Passport–Disco duro portátil, USB 3.0, Color Azul medianoche","<a href=""https://www.amazon.es/dp/B07VX8HHFK"">WD 5TB My Passport–Disco duro portátil, USB 3.0, Color Azul medianoche</a>","<a href=""https://www.amazon.es/dp/B07VX8HHFK"">WD 5TB My Passport–Disco duro portátil, USB 3.0, Color Azul medianoche</a>"
"€0,023","€23,08",€92,4 TB,,"External 3.5""",HDD,Used,"Seagate Technology Expansion Desktop, 4 TB, Unidad De Disco Duro Externa HDD, 3.5"", USB 3.0, PC & Notebook, 2 Años Rescue Services (STKP4000400)","<a href=""https://www.amazon.es/dp/B093BVXYSV"">Seagate Technology Expansion Desktop, 4 TB, Unidad De Disco Duro Externa HDD, 3.5"", USB 3.0, PC & Notebook, 2 Años Rescue Services (STKP4000400)</a>","<a href=""https://www.amazon.es/dp/B093BVXYSV"">Seagate Technology Expansion Desktop, 4 TB, Unidad De Disco Duro Externa HDD, 3.5"", USB 3.0, PC & Notebook, 2 Años Rescue Services (STKP4000400)</a>"
"€0,023","€23,10",€139,6 TB,3 years,"Internal 3.5""",HDD,Used,"WD Purple 6TB para videovigilancia. Disco duro interno 3.5"", AllFrame Technology, 180BT/yr, 256MB Cache, Garantía 3 años","<a href=""https://www.amazon.es/dp/B0C4WTF5N2"">WD Purple 6TB para videovigilancia. Disco duro interno 3.5"", AllFrame Technology, 180BT/yr, 256MB Cache, Garantía 3 años</a>","<a href=""https://www.amazon.es/dp/B0C4WTF5N2"">WD Purple 6TB para videovigilancia. Disco duro interno 3.5"", AllFrame Technology, 180BT/yr, 256MB Cache, Garantía 3 años</a>"
"€0,023","€23,12",€185,8 TB,,"External 3.5""",HDD,New,"WD 8TB My Book Desktop HDD USB 3.0 with software for device management, backup and password protection works with PC and Mac","<a href=""https://www.amazon.es/dp/B01LWVT81X"">WD 8TB My Book Desktop HDD USB 3.0 with software for device management, backup and password protection works with PC and Mac</a>","<a href=""https://www.amazon.es/dp/B01LWVT81X"">WD 8TB My Book Desktop HDD USB 3.0 with software for device management, backup and password protection works with PC and Mac</a>"
"€0,023","€23,25",€186,8 TB,3 years,"External 3.5""",HDD,New,"Seagate Technology Unidad de disco duro externo de 8 TB, 3,5 pulgadas, USB 3.0, PC y portátil, Xbox y PS4, 2 años de servicio de rescate de datos (STGY8000400)","<a href=""https://www.amazon.es/dp/B07CQJBSQL"">Seagate Technology Unidad de disco duro externo de 8 TB, 3,5 pulgadas, USB 3.0, PC y portátil, Xbox y PS4, 2 años de servicio de rescate de datos (STGY8000400)</a>","<a href=""https://www.amazon.es/dp/B07CQJBSQL"">Seagate Technology Unidad de disco duro externo de 8 TB, 3,5 pulgadas, USB 3.0, PC y portátil, Xbox y PS4, 2 años de servicio de rescate de datos (STGY8000400)</a>"
"€0,023","€23,44",€47,2 TB,,"Internal 3.5""",HDD,Used,"Seagate Technology ST2000DM008 Barracuda, Barracuda, 1, Multicolor","<a href=""https://www.amazon.es/dp/B075QJTBVT"">Seagate Technology ST2000DM008 Barracuda, Barracuda, 1, Multicolor</a>","<a href=""https://www.amazon.es/dp/B075QJTBVT"">Seagate Technology ST2000DM008 Barracuda, Barracuda, 1, Multicolor</a>"
"€0,024","€23,57",€94,4 TB,,"Internal 3.5""",HDD,New,"Seagate SkyHawk, 4 TB, Disco Duro Interno De Vigilancia, HDD, 3.5"" SATA 6 GB/s, Caché 256 MB, DVR, Sistema de cámaras de seguridad NVR y 3 años de servicios Rescue (ST4000VX016)","<a href=""https://www.amazon.es/dp/B09YNN2PKG"">Seagate SkyHawk, 4 TB, Disco Duro Interno De Vigilancia, HDD, 3.5"" SATA 6 GB/s, Caché 256 MB, DVR, Sistema de cámaras de seguridad NVR y 3 años de servicios Rescue (ST4000VX016)</a>","<a href=""https://www.amazon.es/dp/B09YNN2PKG"">Seagate SkyHawk, 4 TB, Disco Duro Interno De Vigilancia, HDD, 3.5"" SATA 6 GB/s, Caché 256 MB, DVR, Sistema de cámaras de seguridad NVR y 3 años de servicios Rescue (ST4000VX016)</a>"
"€0,024","€23,62",€189,8 TB,,"External 3.5""",HDD,New,"Seagate Technology One Touch Hub, 8 TB, Unidad de disco duro externo, USB-C, USB 3.0, para ordenadores de sobremesa, portátiles y Mac (STLC8000400)","<a href=""https://www.amazon.es/dp/B093WZHS1G"">Seagate Technology One Touch Hub, 8 TB, Unidad de disco duro externo, USB-C, USB 3.0, para ordenadores de sobremesa, portátiles y Mac (STLC8000400)</a>","<a href=""https://www.amazon.es/dp/B093WZHS1G"">Seagate Technology One Touch Hub, 8 TB, Unidad de disco duro externo, USB-C, USB 3.0, para ordenadores de sobremesa, portátiles y Mac (STLC8000400)</a>"
"€0,024","€23,62",€378,16 TB,,"Internal 3.5""",HDD,New,"Seagate IronWolf Pro, 16 TB, Enterprise HDD NAS interno - CMR, SATA a 6 Gb/s, 7200 RPM, caché de 256 MB para almacenamiento conectado a red RAID, servicios Rescue, Paquete Abre-fácil (ST16000NTZ01)","<a href=""https://www.amazon.es/dp/B0B94NFYWX"">Seagate IronWolf Pro, 16 TB, Enterprise HDD NAS interno - CMR, SATA a 6 Gb/s, 7200 RPM, caché de 256 MB para almacenamiento conectado a red RAID, servicios Rescue, Paquete Abre-fácil (ST16000NTZ01)</a>","<a href=""https://www.amazon.es/dp/B0B94NFYWX"">Seagate IronWolf Pro, 16 TB, Enterprise HDD NAS interno - CMR, SATA a 6 Gb/s, 7200 RPM, caché de 256 MB para almacenamiento conectado a red RAID, servicios Rescue, Paquete Abre-fácil (ST16000NTZ01)</a>"
"€0,024","€23,75",€190,8 TB,3 years,"Internal 3.5""",HDD,New,"Seagate, 8 TB, Disco duro interno, HDD, SATA, a red RAID, (ST8000VN004)","<a href=""https://www.amazon.es/dp/B07SZVVBBK"">Seagate, 8 TB, Disco duro interno, HDD, SATA, a red RAID, (ST8000VN004)</a>","<a href=""https://www.amazon.es/dp/B07SZVVBBK"">Seagate, 8 TB, Disco duro interno, HDD, SATA, a red RAID, (ST8000VN004)</a>"
"€0,024","€23,83",€286,12 TB,3 years,"Internal 3.5""",HDD,New,"Seagate Technology IronWolf, 12 TB, NAS, Disco duro interno, HDD, CMR 3,5"" SATA 6 GB/s, caché de 256 MB para almacenamiento conectado a red RAID (ST12000VNZ008)","<a href=""https://www.amazon.es/dp/B08147LZFD"">Seagate Technology IronWolf, 12 TB, NAS, Disco duro interno, HDD, CMR 3,5"" SATA 6 GB/s, caché de 256 MB para almacenamiento conectado a red RAID (ST12000VNZ008)</a>","<a href=""https://www.amazon.es/dp/B08147LZFD"">Seagate Technology IronWolf, 12 TB, NAS, Disco duro interno, HDD, CMR 3,5"" SATA 6 GB/s, caché de 256 MB para almacenamiento conectado a red RAID (ST12000VNZ008)</a>"
"€0,024","€23,84",€95,4 TB,,"External 3.5""",HDD,Used,"WD 4TB Elements, Disco duro externo portátil, USB 3.0, Negro","<a href=""https://www.amazon.es/dp/B0713WPGLL"">WD 4TB Elements, Disco duro externo portátil, USB 3.0, Negro</a>","<a href=""https://www.amazon.es/dp/B0713WPGLL"">WD 4TB Elements, Disco duro externo portátil, USB 3.0, Negro</a>"
"€0,024","€24,00",€120,5 TB,3 years,"External 3.5""",HDD,New,"WD 5TB My Passport, HDD portátil, USB 3.0, con software para gestión de dispositivos, copia de seguridad y protección de contraseñas Funciona con PC, Xbox y Playstation, Negro","<a href=""https://www.amazon.es/dp/B07VP5X239"">WD 5TB My Passport, HDD portátil, USB 3.0, con software para gestión de dispositivos, copia de seguridad y protección de contraseñas Funciona con PC, Xbox y Playstation, Negro</a>"
"€0,024","€24,07",€144,6 TB,3 years,"Internal 3.5""",HDD,New,"WD Purple 6TB para videovigilancia. Disco duro interno 3.5"", AllFrame Technology, 180BT/yr, 256MB Cache, Garantía 3 años","<a href=""https://www.amazon.es/dp/B0C4WTF5N2"">WD Purple 6TB para videovigilancia. Disco duro interno 3.5"", AllFrame Technology, 180BT/yr, 256MB Cache, Garantía 3 años</a>","<a href=""https://www.amazon.es/dp/B0C4WTF5N2"">WD Purple 6TB para videovigilancia. Disco duro interno 3.5"", AllFrame Technology, 180BT/yr, 256MB Cache, Garantía 3 años</a>"
"€0,024","€24,10",€289,12 TB,,"Internal 3.5""",HDD,Used,Western Digital WD120EFBX / 12TB / Red Plus,"<a href=""https://www.amazon.es/dp/B08V1L1WYD"">Western Digital WD120EFBX / 12TB / Red Plus</a>","<a href=""https://www.amazon.es/dp/B08V1L1WYD"">Western Digital WD120EFBX / 12TB / Red Plus</a>"
"€0,024","€24,12",€96,4 TB,,"Internal 3.5""",HDD,New,"Seagate Technology BarraCuda, 4 TB, Disco duro interno, HDD, 3,5"", SATA 6 GB/s, 5400 RPM, caché de 256 MB para ordenador de sobremesa y PC, Color Plateado (ST4000DM004)","<a href=""https://www.amazon.es/dp/B0713R3Y6F"">Seagate Technology BarraCuda, 4 TB, Disco duro interno, HDD, 3,5"", SATA 6 GB/s, 5400 RPM, caché de 256 MB para ordenador de sobremesa y PC, Color Plateado (ST4000DM004)</a>","<a href=""https://www.amazon.es/dp/B0713R3Y6F"">Seagate Technology BarraCuda, 4 TB, Disco duro interno, HDD, 3,5"", SATA 6 GB/s, 5400 RPM, caché de 256 MB para ordenador de sobremesa y PC, Color Plateado (ST4000DM004)</a>"
"€0,024","€24,15",€483,20 TB,,"Internal 3.5""",HDD,Used,"Seagate IronWolf Pro, 20 TB, Enterprise HDD NAS interno - CMR, SATA a 6 Gb/s, 7200 RPM, caché de 256 MB para almacenamiento conectado a red RAID, servicios Rescue, Paquete Abre-fácil (ST20000NTZ01)","<a href=""https://www.amazon.es/dp/B0B94KG3J9"">Seagate IronWolf Pro, 20 TB, Enterprise HDD NAS interno - CMR, SATA a 6 Gb/s, 7200 RPM, caché de 256 MB para almacenamiento conectado a red RAID, servicios Rescue, Paquete Abre-fácil (ST20000NTZ01)</a>","<a href=""https://www.amazon.es/dp/B0B94KG3J9"">Seagate IronWolf Pro, 20 TB, Enterprise HDD NAS interno - CMR, SATA a 6 Gb/s, 7200 RPM, caché de 256 MB para almacenamiento conectado a red RAID, servicios Rescue, Paquete Abre-fácil (ST20000NTZ01)</a>"
"€0,024","€24,16",€145,6 TB,,"Internal 3.5""",HDD,New,"Seagate Technology Skyhawk ST6000VXZ09-Disco Duro Interno de 6 TB, grabación de vídeo hasta 64 cámaras, 3,5 Pulgadas, caché de 64 MB, SATA 6 GB/s, Plateado, FFP, Incluye Servicio de Rescate de 3 años","<a href=""https://www.amazon.es/dp/B0BLT1WXKC"">Seagate Technology Skyhawk ST6000VXZ09-Disco Duro Interno de 6 TB, grabación de vídeo hasta 64 cámaras, 3,5 Pulgadas, caché de 64 MB, SATA 6 GB/s, Plateado, FFP, Incluye Servicio de Rescate de 3 años</a>","<a href=""https://www.amazon.es/dp/B0BLT1WXKC"">Seagate Technology Skyhawk ST6000VXZ09-Disco Duro Interno de 6 TB, grabación de vídeo hasta 64 cámaras, 3,5 Pulgadas, caché de 64 MB, SATA 6 GB/s, Plateado, FFP, Incluye Servicio de Rescate de 3 años</a>"
"€0,024","€24,18",€193,8 TB,3 years,"Internal 3.5""",HDD,Used,"Western Digital WD Purple 8TB para videovigilancia. Disco Duro Interno 3.5"", AllFrame Technology, 180BT/yr, 256MB Cache, Garantía 3 años","<a href=""https://www.amazon.es/dp/B0CP314RM7"">Western Digital WD Purple 8TB para videovigilancia. Disco Duro Interno 3.5"", AllFrame Technology, 180BT/yr, 256MB Cache, Garantía 3 años</a>","<a href=""https://www.amazon.es/dp/B0CP314RM7"">Western Digital WD Purple 8TB para videovigilancia. Disco Duro Interno 3.5"", AllFrame Technology, 180BT/yr, 256MB Cache, Garantía 3 años</a>"
"€0,024","€24,34",€389,16 TB,,"Internal 3.5""",HDD,New,"Synology NAS HD3.5 Plus SATA 16TB HAT3310-16T / 7,2k","<a href=""https://www.amazon.es/dp/B0CSMDQFQB"">Synology NAS HD3.5 Plus SATA 16TB HAT3310-16T / 7,2k</a>"
"€0,024","€24,44",€440,18 TB,,"Internal 3.5""",HDD,New,Seagate NAS HDD 3.5 Pulgadas IronWolf Pro 18TB 7.2K SATA,"<a href=""https://www.amazon.es/dp/B093Z5RD9M"">Seagate NAS HDD 3.5 Pulgadas IronWolf Pro 18TB 7.2K SATA</a>"
"€0,024","€24,44",€122,5 TB,2 years,"External 3.5""",HDD,Used,"Seagate Technology Portable Drive 5TB, Unidad de disco duro externo, USB 3.0 para PC, ordenador portátil y Mac y 2 años de servicios Rescue, Amazon Special Edition (STGX5000400)","<a href=""https://www.amazon.es/dp/B07VS8QCXC"">Seagate Technology Portable Drive 5TB, Unidad de disco duro externo, USB 3.0 para PC, ordenador portátil y Mac y 2 años de servicios Rescue, Amazon Special Edition (STGX5000400)</a>","<a href=""https://www.amazon.es/dp/B07VS8QCXC"">Seagate Technology Portable Drive 5TB, Unidad de disco duro externo, USB 3.0 para PC, ordenador portátil y Mac y 2 años de servicios Rescue, Amazon Special Edition (STGX5000400)</a>"
"€0,024","€24,49",€196,8 TB,,"Internal 3.5""",HDD,Used,"Seagate Technology IronWolf, 8 TB, NAS, Disco Duro Interno, HDD, CMR 3.5'' SATA 6 GB/s, 5400 RPM, caché de 256 MB para Almacenamiento Conectado a Red Raid, 3 años de Rescue (ST8000VNZ02)","<a href=""https://www.amazon.es/dp/B0BM4T2L86"">Seagate Technology IronWolf, 8 TB, NAS, Disco Duro Interno, HDD, CMR 3.5'' SATA 6 GB/s, 5400 RPM, caché de 256 MB para Almacenamiento Conectado a Red Raid, 3 años de Rescue (ST8000VNZ02)</a>","<a href=""https://www.amazon.es/dp/B0BM4T2L86"">Seagate Technology IronWolf, 8 TB, NAS, Disco Duro Interno, HDD, CMR 3.5'' SATA 6 GB/s, 5400 RPM, caché de 256 MB para Almacenamiento Conectado a Red Raid, 3 años de Rescue (ST8000VNZ02)</a>"
"€0,025","€24,64",€148,6 TB,,"Internal 3.5""",HDD,Used,"Seagate Technology IronWolf, 6TB, NAS,Disco Duro Interno, HDD, CMR 3.5""SATA 6 GB/s,5400 RPM, caché de 256 MB para Almacenamiento Conectado a Red Raid, 3 años de Rescue,Paquete Abre-fácil(ST6000VNZ06)","<a href=""https://www.amazon.es/dp/B0BM4VC65S"">Seagate Technology IronWolf, 6TB, NAS,Disco Duro Interno, HDD, CMR 3.5""SATA 6 GB/s,5400 RPM, caché de 256 MB para Almacenamiento Conectado a Red Raid, 3 años de Rescue,Paquete Abre-fácil(ST6000VNZ06)</a>","<a href=""https://www.amazon.es/dp/B0BM4VC65S"">Seagate Technology IronWolf, 6TB, NAS,Disco Duro Interno, HDD, CMR 3.5""SATA 6 GB/s,5400 RPM, caché de 256 MB para Almacenamiento Conectado a Red Raid, 3 años de Rescue,Paquete Abre-fácil(ST6000VNZ06)</a>"
"€0,025","€24,66",€99,4 TB,3 years,"External 3.5""",HDD,Used,"WD 4TB My Passport para Mac– Disco duro portátil, USB 3.0,con software para la gestión de dispositivos, copia de seguridad y protección con contraseña,preparado para Time Machine","<a href=""https://www.amazon.es/dp/B07VTNW4ZQ"">WD 4TB My Passport para Mac– Disco duro portátil, USB 3.0,con software para la gestión de dispositivos, copia de seguridad y protección con contraseña,preparado para Time Machine</a>","<a href=""https://www.amazon.es/dp/B07VTNW4ZQ"">WD 4TB My Passport para Mac– Disco duro portátil, USB 3.0,con software para la gestión de dispositivos, copia de seguridad y protección con contraseña,preparado para Time Machine</a>"
"€0,025","€24,75",€99,4 TB,3 years,"Internal 3.5""",HDD,New,"Seagate Skyhawk 4TB Video Internal Hard Drive, 3.5"", SATA, 6Gb/s, 64MB Cache, for DVR/NVR Security Camera System, with Drive Health Management, 3 year Rescue Services, FFP (ST4000VXZ16)","<a href=""https://www.amazon.es/dp/B0B1JPYH2Z"">Seagate Skyhawk 4TB Video Internal Hard Drive, 3.5"", SATA, 6Gb/s, 64MB Cache, for DVR/NVR Security Camera System, with Drive Health Management, 3 year Rescue Services, FFP (ST4000VXZ16)</a>","<a href=""https://www.amazon.es/dp/B0B1JPYH2Z"">Seagate Skyhawk 4TB Video Internal Hard Drive, 3.5"", SATA, 6Gb/s, 64MB Cache, for DVR/NVR Security Camera System, with Drive Health Management, 3 year Rescue Services, FFP (ST4000VXZ16)</a>"
